hbzId,subject,title,otherTitleInformation,corporateBodyForTitle
HT002738423,NULL,Berufsorientierte Sprachausbildung an der Hochschule,... vom 5. - 6. Oktober 1984 in Dortmund,NULL
HT015416102,NULL,Luthers Jünger,frühe Verkünder des evangelischen Glaubens,NULL
HT014432249,NULL,"Vermischte Schriften, 1",NULL,NULL
HT003151708,NULL,"Bemerkungen auf einer Reise durch Westphalen, bis an und über den Rhein",NULL,NULL
HT014750214,NULL,"In Sprache gebunden, 8",NULL,NULL
HT015968144,NULL,Sicherheitswissenschaftliches Kolloquium 2007 - 2008,"[... Beiträge der 35. bis 45. Sicherheitswissenschaftlichen Kolloquien ..., welche im Wintersemester 2007/2008 und im Sommersemester 2008 vom Fachgebiet Sicherheitstechnik, Sicherheits- und Qualitätsrecht der Abteilung Sicherheitstechnik im Fachbereich D der Bergischen Universität Wuppertal ... veranstaltet wurden]",NULL
TT002962046,NULL,Kunstpreis Villa Romana Florenz,NULL,NULL
HT006219856,NULL,Lesebuch,NULL,NULL
HT007722382,NULL,"Dokumentation der Suchtprophylaxe-Fachtagung vom 18.9.1996 zum Thema Mode-, Partydrogen und Jugendkultur und weiterführende Materialien",Tagungsort: Gebläsehalle im Landschaftspark Duisburg-Nord,NULL
HT008061867,NULL,Sieben Jahre Truppenabbau und Konversion in Nordrhein-Westfalen,NULL,NULL
HT016615504,NULL,"Sprache, Literatur, Kultur, Didaktik, 3,1: Begegnung von Orient und Okzident in der Literatur, Linguistik und Varietäten",NULL,NULL
HT016617003,NULL,Die Sammlung,[Katalog],NULL
HT016617023,NULL,Stadtplan von Düsseldorf,NULL,NULL
HT013914071,NULL,Als das Feuer erlosch kam das Licht,Gelsenkirchen will sich das Image der Solarstadt zulegen,NULL
HT001245724,NULL,Duisburger Geschichtsquellen,NULL,NULL
HT019303403,NULL,Moldova,NULL,NULL
HT018459427,NULL,Bioaerosole in der Landwirtschaft - Bedeutung für Mensch und Umwelt,"VDI-Expertenforum 30. September, 01.Oktober 2014, Berlin",NULL
HT017782155,NULL,Die katholische Kirche entdecken und erleben,NULL,NULL
HT017637121,NULL,Kultur & Geschichte hautnah erleben,Gastlichkeit & Gastronomie genießen,NULL
HT013890225,NULL,Forschungen zum Kölner Dom,NULL,NULL
HT019435812,NULL,Späte Grand Tour - Reisebriefe des Malers Hermann F. Plüddemann (1809-1868) aus der Schweiz und Italien,NULL,NULL
HT015437837,NULL,Persistenz und Rezeption,"Weiterverwendung, Wiederverwendung und Neuinterpretation antiker Werke im Mittelalter",NULL
HT017771371,NULL,"Kattenvenne, 1: Kattenvenne? Kattenvenne!",Beiträge zur Geschichte eines Dorfes im Münsterland,NULL
HT004754824,NULL,Secial issue on landscape ecological impacts of climatic change on fluvial systems in Europe,NULL,NULL
HT013876991,NULL,Entwicklungen der zentralen archäologischen Datenbank,NULL,NULL
HT007073039,NULL,NHP-rePORTAge,NULL,NULL
HT017690940,NULL,Jahresband 2012/13,NULL,NULL
HT009400368,NULL,"Der Rheinisch-Bergische Kreis und seine Gemeinden, 3: Umrechnung der Ergebnisse der Landwirtschaftszählung 1971 auf die neuen Gemeinden",NULL,NULL
HT019351481,NULL,Medea,Tragödie von Euripides,NULL
HT017906865,NULL,Als Ewigkeit war,Gedichte,NULL
HT017905959,NULL,Der westliche Bodensee und der 9. Meridian,"eine frühgeschichtliche Anlage des alteuropäischen Mutterkultes am westlichen Bodensee (9. Meridian) ; Bericht über die Exkursionen der Forschungsgruppe Externsteine FE vom 28.8. - 1.9.2008, vom 30.4. - 4.5. und vom 21. - 27.6.2009 unter Auswertung der wissenschaftlichen Hinterlassenschaft von Helmut Bischoff, München",NULL
HT007030547,NULL,Mitteilungen der Arbeitsgemeinschaft Rheinisch-Westfälischer Lepidopterologen,NULL,NULL
HT010497557,NULL,Tagungsband zu der Veranstaltung Leistungsfähige Qualifizierungsnetze in der Oberflächentechnik des VDI-Technologiezentrum Physikalische Technologien und des TZSI,am 26. November 1998 in Siegen,NULL
HT014259127,NULL,Grabungen im mittelalterlichen Stadtkern von Brühl,NULL,NULL
HT019521275,NULL,Grundstudium,NULL,NULL
HT014962252,NULL,Volker Schnüttgen,NULL,NULL
HT013765255,NULL,"Lesebuch, 1",NULL,NULL
HT019093482,NULL,Chinese learners’ perceptions of MOOCs,a case study,NULL
HT002469869,NULL,Geschichtsunterricht und Geschichtsbewusstsein,dt.-franzoes. Kolloquium in Dortmund 23. bis 25. 9. 1982,NULL
HT015494392,NULL,"Edith-Stein-Gesamtausgabe, 1: ""Aus dem Leben einer jüdischen Familie"" und weitere autobiographische Beiträge",NULL,NULL
BT000154470,NULL,Die Sidol-Werke Siegel & Co,NULL,NULL
HT004080347,NULL,Umweltfreundliche Abfallwirtschaft,"Erfassung, Bewertung und Sanierung von Altlasten ; Fachtagung der Bundes-SGK vom 6. bis 8. März 1986 in Ludwigshafen",NULL
HT015054648,NULL,Arzneistoffe und Trinkwasser,"Kenntnisstand, Bewertung, Handlungsfelder ; Dokumentation zur Gemeinsame Fachtagung von IWW, IfW und MUNLV vom 07.11.2006",NULL
HT017626486,NULL,Veröffentlichungen des Beethoven-Hauses / Begleitpublikationen zu Ausstellungen,Veröffentlichungen des Beethoven-Hauses Bonn,NULL
HT014453762,NULL,Die Zeitdetektive,NULL,NULL
HT002946358,NULL,"Luftverunreinigung, Wirkung auf den Menschen, Wirkungskataster",Kleinkonferenz am 14. und 15. Nov. 1983 in Düsseldorf,NULL
HT014194755,NULL,"Zur Geschichte des Evangelischen Schulzentrums Hilden, 1: Die Wiedereinrichtung 1955 und die Aufbaujahre bis 1962",NULL,NULL
HT015257247,NULL,Hohe Auszeichnung für den Erweiterungsbau des Museums Abtei Liesborn,NULL,NULL
HT015257193,NULL,Unter den Dächern der Abtei,NULL,NULL
HT014579035,NULL,"Der Rheinisch-Bergische Kreis und seine Gemeinden, 8: Entwicklung derBevölkerungs- und Erwerbsstruktur",NULL,NULL
HT014584119,NULL,Steeler Strasse - Die Kattowitz-Connexion,Detektivroman,NULL
HT014584135,NULL,Steeler Strasse - Ottos Hobby,Detektivroman,NULL
HT019069914,NULL,Periphere Nervenstimulation der Occipitalnerven als Behandlungsmöglichkeit der chronischen therapierefraktären Migräne,NULL,NULL
HT018604103,NULL,Die Anlage an den Ennepe-Quellen auf der Sternenstraße 1 (süd),NULL,NULL
HT015619279,NULL,GeoPark-Themen,NULL,NULL
HT018811817,NULL,Jahrestagung Stahl 2015,NULL,NULL
HT017335645,NULL,Tagungsdokumentation Hilfen für psychisch kranke Flüchtlinge,"Kooperationsveranstaltung des Landschaftsverbandes Rheinland, der UNO-Flüchtlingshilfe e.V. und der Sozialpsychiatrischen Kompetenzzentren Migration (SPKoM)",NULL
HT016883402,NULL,Sicherheitswissenschaftliches Kolloquium 2009 - 2010,"[... Beiträge der 55. bis 64. Sicherheitswissenschaftlichen Kolloquien ..., welche im Wintersemester 2009/2010 und im Sommersemester 2010 vom Fachgebiet Sicherheitstechnik, Sicherheits- und Qualitätsrecht der Abteilung Sicherheitstechnik im Fachbereich D der Bergischen Universität Wuppertal ... veranstaltet wurden]",NULL
HT014405564,NULL,Vom Modell zum Schiff,25. Duisburger Kollquium Schifftechnik / Meerestechnik 2004,NULL
HT018812786,NULL,Die Maria-Ablaß-Kapelle in Köln,NULL,NULL
HT007297668,NULL,Bürgerengagement in der internationalen Jugendarbeit,"Arbeitstagung des Landesjugendamtes Rheinland für Träger, Hauptamtliche, Nebenamtliche Mitarbeiter/-innen in der Internationalen Jugendarbeit vom 21.03.1996 im Jugendgästehaus Köln-Riehl",NULL
HT015002791,NULL,"""Sport um der Menschen willen"" - die Deutsche Jugendkraft (DJK)",NULL,NULL
HT014997605,NULL,Das Denkmal im Spannungsfeld von Gewinn und Verlust,NULL,NULL
HT014997608,NULL,Positionen der Denkmalpflege im Wandel der Zeit,NULL,NULL
HT015004423,NULL,Unser Gemeindewappen,"Ergänzter Text aus Festschrift ""800 Jahre Südlengern""",NULL
HT015004539,NULL,Die Siedlung der frühgeschichtlichen Zeit,Else und Brandbach luden zur Dorfgründung ein,NULL
HT018630800,NULL,Blizzard,NULL,NULL
HT019313282,NULL,Killi Koopmann,ein Noir-Krimi,NULL
HT004395578,NULL,Umsetzung neuer Abfallwirtschaftskonzepte,"Vermeidung und Recycling von Hausmüll, Bio- und Gewerbeabfällen ; 04.03.1991 bis 06.03.1991 in Münster",NULL
HT019513986,NULL,Bochum-Rallye für Kinder,entdecke mit Bommel die Stadt,NULL
HT019531085,NULL,Das Brüderhaus und spätere Augustinerkloster in Goch,NULL,NULL
HT015530555,NULL,Vom Nachwuchsorchester zur südwestfälischen Philharmonie,die Geschichte von 1957 bis 1997,NULL
HT015530573,NULL,"""Ein neues besseres Erschaffen",vom Werden und Vergehen des Orchesterverbunds Philharmonisches Orchester Südwestfalen (PHOS),NULL
HT019495918,NULL,Metamemory and schema effects in source monitoring,NULL,NULL
HT019495904,NULL,Metamemory and schema effects in source monitoring,NULL,NULL
HT016443547,NULL,Kommunaler Umwelt- und Klimaschutz,Chancen nachhaltiger Entwicklung,NULL
HT013901837,NULL,"Stahlspundwände, 4",NULL,NULL
HT018383555,NULL,Handbuch für Beamte Nordrhein-Westfalen,Textausgabe mit ausführlichen Verweisungen,NULL
HT003837002,NULL,Dokumentationsband zum EDV-Kolloquium 1985,NULL,NULL
HT015026503,NULL,Otto Freundlich,kommentierte Biographie,NULL
HT015025969,NULL,Spätantike Öllampe in Fischform aus Wesseling-Berzdorf,NULL,NULL
HT015022610,NULL,"""Pflügt ein Neues!""",Verhandlungsberichte der Kreissynode Bochum aus den Jahren 1945-1946,NULL
HT015022450,NULL,"Ansprachen zur Verleihung des 4. Christian-Dietrich-Grabbe-Preises am 11. Dezember 2004 im Grabbe-Haus, Detmold",NULL,NULL
HT013769289,NULL,Őskori Kovabányászat és Kőeszköznyersanyag-Azonosítás a Kárpát-Med encében Nemzetközi Konferencia,"Budapest - Sümeg, 1986 május 20 - 22",NULL
HT014613855,NULL,Bäuerliche Freiheit und die Rodungstätigkeit der Grafen von Berg im Bereich des Wuppervierecks,NULL,NULL
HT012742167,NULL,"Vortragsveröffentlichungen Kokereitechnik, 1996: Fachtagungen Kokereitechnik im Haus der Technik, Essen, 25. und 26. April 1996",NULL,NULL
HT002489977,NULL,Hauswirtschaftliche Berufsbildung und Beratung in Haushalten landwirtschaftlicher Unternehmer,[dieses Heft enthält die Referate der Arbeitstagung des Landesausschusses am 8.12.1983 in Düsseldorf],NULL
HT013644663,NULL,Ethische Aspekte der Forschung an menschlichen Stammzellen,NULL,NULL
HT013644720,NULL,Neue Technologie in der Strukturforschung,NULL,NULL
HT013354585,NULL,Seminarband zum 3. Essener Baupraxis-Seminar 2000/2001,NULL,NULL
HT016361845,NULL,Selbsthilfefreundlichkeit als Qualitätsmerkmal in der Gesundheitsversorgung,"Zusammenarbeit bewusst gestalten ; Dokumentation der Fachtagung, 16. September 2009, Rheinisches Industriemuseum Oberhausen",NULL
HT013399917,NULL,"Der Rheinisch-Bergische Kreis und seine Gemeinden, 4: Der Rheinisch-Bergische Kreis und seine Nachbarn",NULL,NULL
HT019513600,NULL,Paradigma Fotografie,NULL,NULL
HT019329453,NULL,Bauernhoferlebnisse in der Metropole Ruhr,NULL,NULL
HT007359988,NULL,32 Stichvorlagen von Werken Johannes Brahms',NULL,NULL
HT017564749,NULL,Das Ruhrtal,"eine Initiative der Städte: Hagen, Herdecke, Wetter , Witten, Hattingen, Bochum, des Ennepe-Ruhr-Kreises und des Regionalverbands Ruhr",NULL
HT018312730,NULL,Hochdeutsches Lesebuch,NULL,NULL
HT018132603,NULL,Eine neue Ordnung,NULL,NULL
HT018141174,NULL,"Der Bund der Wächter, 2: Sherlock Holmes gibt sich die Ehre",NULL,NULL
HT018281097,NULL,Die Welt im Haigerloh,ausgewählte Prosa,NULL
HT018546323,NULL,Familie,NULL,NULL
HT018546331,NULL,Generation 60plus,NULL,NULL
HT014866870,NULL,Wertschöpfung braucht Werte,wie Sinngebung zur Leistung motiviert,NULL
HT014864047,NULL,Die Ausbreitung der aus Lürrip stammenden Familie Dommers vom Ende des 18. Jahrhunderts an,NULL,NULL
HT019156674,NULL,Fritz Schwegler,NULL,NULL
HT019057516,NULL,Lichte Gedanken des Kunstvereins Derne 1925-1934 im Kunst- und Kulturkreis der Harpener Bergbau AG bei der Zeche Gneisenau,NULL,NULL
HT018389128,NULL,Japanische Scherenschnitte,Kirie Sonderausstellung ; 14. Juli 2013 - 14. Okt. 2013,NULL
HT016035520,NULL,Kinder- und Jugendarbeit wirkt,aktuelle und ausgewählte Evaluationsergebnisse der Kinder- und Jugendarbeit,NULL
HT015353053,NULL,Erinnerungen eines alten Lippstädter Schützen,NULL,NULL
HT015353072,NULL,Die Schützen und ihre Heimatstadt,1827 Wiedergründung des Lippstädter Schützenvereins ; Ursprung reicht Jahrhunderte zurück,NULL
HT010917314,NULL,Jugend und Freizeitverhalten,Orientierungen und Möglichkeiten Jugendlicher in unterschiedlichen Lebenswelten,NULL
HT015353079,NULL,Das Biergericht des Lippstädter Schützenvereins,NULL,NULL
HT015353092,NULL,Marienfeste im Jahreskreis,NULL,NULL
HT003246659,NULL,The music lover's literary companion,NULL,NULL
HT016904159,NULL,Wieder wandelnd im alten Park,Beiträge zur Geschichte der Gartenkunst für Hariy Günther zum 65. Geburtstag,NULL
HT018439034,NULL,Unterirdische Raumplanung,"gemeinsame Tagung der RWTH Aachen, Institut für Markscheidewesen, Bergschadenkunde und Geophysik im Bergbau, Lehr- und Forschungsgebiet Berg-, Umwelt und Europarecht und der GDMB Gesellschaft der Metallurgen und Bergleute e.V. am 1. Juli 2014 in Aachen",NULL
HT019482286,NULL,Gerechter Krieg,"ideengeschichtliche, rechtsphilosophische und ethische Beiträge",NULL
HT012731001,NULL,Branchenhandbuch Bahntechnik NRW,NULL,NULL
HT019340734,NULL,Stein im Brett,gute Gründe für eine neue Kultur des Miteinanders am Niederrhein,NULL
HT017205997,NULL,"Lesebuch, 2",NULL,NULL
HT008181959,NULL,Handbuch der Verwertung von Braunkohlenfilteraschen in Deutschland,NULL,NULL
HT014410436,NULL,Historische Gärten und kulturlandschaftliche Grünflächen im Spannungsfeld zwischen Pflegebedarf und Finanznot,Tagung als Perspektivenwerkstatt ; 13. November 2003 in Düsseldorf-Benrath ; Dokumentation,NULL
HT006404014,NULL,Winterdienst ohne Salz auf überörtlichen Strassen?,Dokumentation einer Expertenanhörung am 3.6.87 in Minden,NULL
HT017506227,NULL,"""50 Jahre Kapelle zum Guten Hirten in Hagen 1962 - 2012""",NULL,NULL
HT002463406,NULL,Vollzugsdefizite im Naturschutz,Analyse von Vollzugsdefiziten bei der Verwaltungspraxis der Aufgabe Landschaftspflege und Naturschutz,NULL
HT019190102,NULL,Festschrift zum 60jährigen Bestehen,NULL,NULL
HT018151912,NULL,Steyler Missionare St. Augustin,NULL,NULL
HT018153573,NULL,"Meine ersten kölschen Lieder, 2",NULL,NULL
HT006634268,NULL,Renaissance der Renaissance,ein bürgerlicher Kunststil im 19. Jahrhundert ; Nachtrag ; [Untersuchungen der beiden ersten Bände fortführend],NULL
HT017847774,NULL,"Stifter u. Stiftungen des Kölner Gymnasial- und Stiftungsfonds, 2: [Filz - Manshoven]",NULL,NULL
HT017847753,NULL,"Stifter u. Stiftungen des Kölner Gymnasial- und Stiftungsfonds, 1: [Alartz - Ferris]",NULL,NULL
HT006366965,NULL,Sediment '93,mit 12 Tabellen im Text,NULL
HT019093168,NULL,Beyond intractability,a computational complexity analysis of various types of influence and stability in cooperative games,NULL
HT016593209,NULL,Visualisierte Kommunikation im Mittelalter,Legitimation und Repräsentation,NULL
HT016589040,NULL,1960 - 1969,NULL,NULL
HT016589045,NULL,1970 - 1979,NULL,NULL
HT016589056,NULL,1980 - 1999,NULL,NULL
HT019093928,NULL,Untersuchungen zum Einfluss von IL-1β und TGF-β1 auf die Differenzierung von Fibroblasten und zur Bedeutung von blauem Licht beim Morbus Dupuytren,NULL,NULL
HT018610075,NULL,"Richarda von Gression, 2: Die Königin",NULL,NULL
HT019225488,NULL,"Für immer ""Zigeuner""?",zur Kontinuität des Antiziganismus in Deutschland,NULL
HT019561199,NULL,Ressourcen-Wissen Hebung ungenutzter Potenziale,"Tagungsband : Vortragsveranstaltung der Fachgruppe Ressourcen des Graduierteninstitutes NRW, 16. März 2017, Hochschule Bochum",NULL
HT009820283,NULL,Zentrale Enthärtung und Entkarbonisierung von Trinkwasser,Stand des Wissens und neuere Entwicklungen ; Dokumentation zum 8. Mülheimer Wassertechnischen Seminar vom 11.01.1994,NULL
HT014577332,NULL,"Das Hermann-Multhaupt-Lesebuch, 1",NULL,NULL
HT019093465,NULL,Chinese learners’ perceptions of MOOCs,a case study,NULL
HT015369456,NULL,Zur Wohlfahrt der Leser wesentlich beitragen,das Landwirtschaftliche Wochenblatt Westfalen-Lippe und seine Geschichte,NULL
HT015369458,NULL,Der Mond ist aufgegangen,"Meinungen zur alten Frage, ob man sich bei der Gartenarbeit nach Mondphasen richten soll oder nicht",NULL
HT015369462,NULL,Versicherungen der Bauern,heute Versicherungen für alle,NULL
HT015369212,NULL,Von Grundherrschaft und Anerbenrecht,Stationen der Entwicklung der bäuerlichen Rechtsstellung im südwestfälischen Bergland,NULL
HT015369468,NULL,Waldnutzung und Landwirtschaft,vom Lebensraum Wald zum Wirtschaftsraum Wald,NULL
HT015369476,NULL,Wie kam das Holz aus dem Wald?,zur Entstehung des Waldwegenetzes,NULL
HT015369486,NULL,Die Pflugfabrik Berens in Bremke,NULL,NULL
HT015369396,NULL,Der forstbotanische Garten der landwirtschaftlichen Winterschule in Eslohe,NULL,NULL
HT015369256,NULL,Ländliche Bodenordnungsmaßnahmen von der Gemeinheitsteilung zur Flurbereinigung,die Entwicklung im Sauerland von der Mitte des 18. bis ins 20. Jahrhundert,NULL
HT015369401,NULL,Das landwirtschaftliche Schulwesen im Kreis Olpe,die landwirtschaftliche Winterschule Elspe von 1880 bis 1930,NULL
HT015373120,NULL,Die Werkstatt für Behinderte (1984-1995),NULL,NULL
HT015372967,NULL,"Bruder, wann kann ich wieder nach Hause?",Auszüge aus dem Tagebuch eines Bewohners von Haus Hebron,NULL
HT015373129,NULL,Im Ersten Weltkrieg,NULL,NULL
HT015369153,NULL,Zur Agrargeschichte des Südlichen Westfalen,NULL,NULL
HT015373137,NULL,Von der Nachkriegsnot zum entfalteten Sozialstaat (1948 bis 1986),NULL,NULL
HT015369162,NULL,Die ersten Bauern im Sauerland,NULL,NULL
HT015373119,NULL,Arbeit als Therapie,von der Werktherapie zur Werkstatt für Behinderte (1957 bis 1984),NULL
HT006874281,NULL,Querbeet,"[Dokumentation der Vorträge ; 26. April 1995, Veranstaltungs-Centrum Stadthalle, Soest]",NULL
HT013058910,NULL,Verhandlungen,Düsseldorf 1999,Westdeutscher Entomologentag
HT002148865,NULL,Prozesse der Gestaltung von Arbeit und neuen Technologien in Betrieben,Diskussionsbeiträge für das 7. Wuppertaler Wirtschaftswissenschaftliche Kolloquium,NULL
HT014060544,NULL,Fundraising für Umwelt und Entwicklung,"Dokumentation einer Kooperationstagung der Akademie Franz-Hitze-Haus mit dem Eine-Welt-Netz NRW , der Fundraising-Akademie und dem Naturschutzbund Nordrhein-Westfalen",NULL
HT013089818,NULL,Die seligen deutschen Ordensstifterinnen des 19. Jahrhunderts,"Kurzbiographien nach dem Werk ""Kommende deutsche Heilige"" von Albert Köhler und Josef Sauren",NULL
HT004166397,NULL,Schriftenreihe Schloß Moyland,NULL,NULL
HT019303382,NULL,"Nein, das ist Kunst",NULL,NULL
HT015490492,NULL,Bildung und Gesundheit,Argumente für eine gute und gesunde Schule,NULL
HT019302538,NULL,De heele wääk än eenen dag...,NULL,NULL
HT015014116,NULL,Dä Roisbiarge,(der Reesberg),NULL
HT015014478,NULL,Auto-Depot Bollmeyer in Bünde-Südlengern,"Gottlieb Daimlers Maxime ""Das Beste oder nichts"" führte zu Mercedes-Benz",NULL
HT019495836,NULL,Untersuchungen zur Reaktivität von ausgewählten Phosphanen und Phospheten gegenüber Lewis-Säuren,NULL,NULL
BT000059316,NULL,Der Wandel der Arbeitsbedingungen im lippischen Zieglergewerbe 1750 - 1925,ökonomische und soziale Aspekte der saisonalen Wanderarbeit,NULL
HT012781767,NULL,Kultur- und Medienwirtschaft in den Regionen Nordrhein-Westfalens,NULL,NULL
HT012785513,NULL,Landschaft und Landschaftswandel anschaulich vermitteln,Ergebnisse von fünf Lehrerfortbildungsveranstaltungen,NULL
HT016173260,NULL,A streetcar named desire,NULL,NULL
BT000062088,NULL,Oberschlesisches Landesmuseum Ratingen-Hösel,NULL,NULL
HT018637459,NULL,"Kriegsgefangene und Zwangsarbeiter in Königsdorf, 1",NULL,NULL
HT018842268,NULL,St. Paul,NULL,NULL
HT019030038,NULL,(Dokumentarische Ethik/Parker Tyler),NULL,NULL
HT015782148,NULL,"Niemann & Karimi - Black hole, cube",5. - 29. Juni 2008 im Förderverein Aktuelle Kunst Münster ; [anlässlich der Ausstellung Black Hole/Cube],NULL
HT014766569,NULL,Interne Kommunikation in Unternehmen,NULL,NULL
HT015014140,NULL,Dem Ehrenamt verschrieben,Friedrich Spellmeyer wirkte in zahlreichen Vereinen aktiv mit,NULL
HT015010887,NULL,Vom Krieg verschlungen,"""Aber wenn der Krieg bald aus ist, will ich gern noch etwas länger warten ...""",NULL
HT015010906,NULL,"Nach einem Krieg ist nichts, wie es war","viele Hürden waren zu überwinden, um zu einem ""normalen"" Leben zurückzukehren",NULL
HT015014079,NULL,"""Niu lustert mol teo""","""Vortell dat bleoß nich wuiter, süss kümps diu inne Zeitung!""",NULL
HT015014159,NULL,Eine Kölner Dame im Elsetal,seit Generationen werden in den Familien Göhner und Kraemer Pferde gezüchtet,NULL
HT015014183,NULL,Mein Vater war Hausschlachter,nach dem Abtrocknen hängten wir die Mettwurst in die Räucherkammer,NULL
HT015014593,NULL,"Wieder ""Ramba Zamba""-Tage bei Reifen Weber",vor allem an kalten Tagen geht es heiß her in der Montagehalle,NULL
HT015014367,NULL,Der Engel überm Universum,Erinnerungen an ein Lichtspieltheater,NULL
HT015012364,NULL,Rassegeflügelzuchtverein Bünde besteht seit 1870,im Vordergrund stehen die Bindung zur Natur und Liebe zum Tier,NULL
HT015010764,NULL,Die Friedhofskapellen in Südlengern,früher wurden die Verstorbenen im Hausflur oder auf der Deele aufgebahrt,NULL
HT015014095,NULL,"De ""Hit-hit-Bräoen""",(der Ziegenbraten),NULL
HT015011398,NULL,Warum in die Ferne schweifen,Heimat- und Wanderverein Kirchlengern hat sich der Heimat verschrieben,NULL
HT015012378,NULL,Sportliche Leistung und gesellige Keglertradition,"Kirchlengerns Sportkegler haben ihr Domizil bei ""Bohne"" in Südlengern",NULL
HT015014098,NULL,De Brüggen üober de Brannebieken,(die Brücke über den Brandbach),NULL
HT015012385,NULL,Dem Deutschen Schäferhund verschrieben,die Ortsgruppe Kirchlengern stellt sich vor,NULL
HT015011413,NULL,Landfrauen bilden sich fort,internationale Kontakte führten zur Gründung des Weltfrauenverbandes,NULL
HT015014104,NULL,"De ""historische"" Fund",(der historische Fund),NULL
TT002680965,NULL,Winfred Gaul,Intervista con Winfred Gaul a Düsseldorf-Kaiserswerth 19.7.1986,NULL
HT015262862,NULL,Kauf- und Warenhäuser,NULL,NULL
HT018480971,NULL,Das Publikum im Blick,Besucherforschung als Impuls für besucherorientierte Museumsarbeit ; Beiträge der Tagung im LWL-Freilichtmuseum Hagen vom 7. bis 8. November 2013,NULL
HT015262866,NULL,Geschäftshäuser im Wandel - Obernstraße 40,NULL,NULL
HT015259515,NULL,Kirchenchor der Pfarrgemeinde SS. Cosmas und Damian,NULL,NULL
HT019337562,NULL,Kunst im Franz Hitze Haus,NULL,NULL
HT018535690,NULL,"Die Leute von Heseloh, er: Erzählungen",NULL,NULL
HT015259935,NULL,Gemischtwarenläden,NULL,NULL
HT015259411,NULL,Das Lieblingslied des Lehrers Ludwig Fiedler,NULL,NULL
HT019216167,NULL,Wirtschafts- und sozialgeschichtliche Quellen für die historisch-politische Bildung in Westfalen,NULL,NULL
HT015331600,NULL,Sechs WortOrte in Ahlen,initiative WortOrte,NULL
HT007064426,NULL,Wohnpark-Rundschau,NULL,NULL
HT015331614,NULL,Eröffnung des Kaldewei Kompetenz Centers im Mai 2005,NULL,NULL
HT015764120,NULL,"Rückblick - Ausblick, 05/06",NULL,NULL
HT015331629,NULL,"Die ""Spitzenhäuser"" der Freiwilligen Feuerwehr Ahlen",eine Ergänzung zur Geschichte der Freiw. Feuerwehr der Stadt Ahlen,NULL
HT015331640,NULL,"Die Besitzer bzw. Bewohner des Heitmannschen Hauses, Oststraße 60 (früher Oststraße 1) zwischen 1750 und 1900",NULL,NULL
HT015331644,NULL,Ein neuer Turm für die Alte Kirche,"Ahlen, Kreis Warendorf",NULL
HT004689939,NULL,Berichte aus Schulpsychologie und Bildungsberatung,"Kongressbericht der 6. Bundeskonferenz fuer Schulpsychologie und Bildungsberatung, Luebeck-Travemuende 1983",NULL
HT018714816,NULL,"Aachener Bläserbuch zum diözesanen Gotteslob-Eigenteil, Einz,1,C",NULL,NULL
HT007065975,NULL,Wirtschaft aktuell,Zeitschrift der Wirtschaftsförderungsgesellschaft für den Kreis Coesfeld mbH,NULL
HT018716614,NULL,"Aachener Bläserbuch zum diözesanen Gotteslob-Eigenteil, Einz,2,B",NULL,NULL
HT013631712,NULL,Jungenarbeit machen!,NULL,NULL
HT018925595,NULL,"Meine Röhrsdorfer Geschichten, 3: Versorgung",NULL,NULL
HT013344019,NULL,Beiträge zur Regionalentwicklung,NULL,"Regionaler Arbeitskreis Entwicklung, Planung und Verkehr Bonn, Rhein-Sieg, Ahrweiler"
HT019079067,NULL,Tanz,NULL,NULL
HT019079064,NULL,Gesang,NULL,NULL
HT019550831,NULL,Kulturpfad Köln-Brück,im Stadtbezirk 8 (Köln-Kalk),NULL
HT012871324,NULL,Lokaler Privatfunk in Kreisen und Städten,eine Handreichung der KPV NW für die kommunalpolitische Praxis,NULL
BT000026963,NULL,Gisela Kleinlein,"Städtische Galerie Würzburg, 22. April bis 17. Juni 1990",NULL
HT016771412,NULL,Irgendwo da draußen,die 99 besten Glossen von 1994 bis 2001,NULL
HT019084984,NULL,Spielzeit 2007/08,NULL,NULL
HT014203031,NULL,Bruchstück eines Breitkeiles aus der Erftaue bei Sindorf,NULL,NULL
HT014200022,NULL,Künstlerinnen in Detmold um 1900,NULL,NULL
HT007503392,NULL,Aus der Geschichte des Kirchspiels Velmede,NULL,NULL
HT004589220,NULL,Erziehungsverein Neukirchen-Vluyn,ein Text- und Bildbericht aus der Arbeit des Neukirchener Erziehungsvereins ...,NULL
HT007071558,NULL,Verbands-Spektrum,NULL,Unternehmerschaft Düsseldorf und Umgebung
HT002980828,NULL,Heimatliche Bauweise - Erhaltung und Pflege,Bauweise und Ortsbild ; das Fachwerkhaus ; vergangene Zeugnisse heimatlicher Bauweise,NULL
HT013506751,NULL,Bildungseinrichtungen in der Stadt Bielefeld,NULL,NULL
HT015502824,NULL,Die Rustemeyer vom Rustenhof in Westfalen,[die Geschichte meiner Vorfahren],NULL
HT003900953,NULL,"Bericht über die Tagung ""Informations- und Kommunikationstechnologien in Schulen für Lernbehinderte - Stand der Entwicklungsarbeiten in der Bundesrepublik Deutschland""",vom 18. - 20.01.1988 am Landesinstitut für Schule und Weiterbildung in Soest,NULL
HT004408750,NULL,Schwerpunktthema: Binnenhäfen,multifunktionale Schnittstellen mit Zukunft,NULL
HT017770707,NULL,"Sämtliche Romane und eine Reisebeschreibung, 1",NULL,NULL
